Material,SAP Description,Product Family,Family,Finance Category,FinCatDes,Product Category,Division,Lifecycle,Alias,Launch,EOL,SW,Metric1,Metric Comment
738518-5340,LIFESTYLE 135 SERIES IV SYSTEM SLV TW,HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,1/1/2015,,DEF_CON.bos,Sales%,
738518-6300,LIFESTYLE SOUNDTOUCH 135 SYSTEM SLV DUAL,HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738595-1100,"SNDTOUCH STEREO WIFIMS III,BLK,120V,US",HED00334,SNDTOUCH STEREO WIFIMS,WAVEXWIFI,Wave (No WiFi),Wireless Speakers,CED,End of Sales,,,,,Profit%,
738595-2100,SNDTOUCH STEREO WIFIMS III BLK 230V EU,HED00334,SNDTOUCH STEREO WIFIMS,WAVEXWIFI,Wave (No WiFi),Wireless Speakers,CED,End of Sales,,,,,Profit%,
738595-2200,SNDTOUCH STEREO WIFIMS III WHT 230V EU,HED00334,SNDTOUCH STEREO WIFIMS,WAVEXWIFI,Wave (No WiFi),Wireless Speakers,CED,End of Sales,,,,,Profit%,
738595-4100,SNDTOUCH STEREO WIFIMS III BLK 230V UK,HED00334,SNDTOUCH STEREO WIFIMS,WAVEXWIFI,Wave (No WiFi),Wireless Speakers,CED,End of Sales,,,,,Profit%,
738595-4200,"SNDTOUCH STEREO WIFIMS III,WHT,230V,UK",HED00334,SNDTOUCH STEREO WIFIMS,WAVEXWIFI,Wave (No WiFi),Wireless Speakers,CED,End of Sales,,,,,Profit%,
738595-5100,SNDTOUCH STEREO WIFI MS III BLK 240V AP,HED00334,SNDTOUCH STEREO WIFIMS,WAVEXWIFI,Wave (No WiFi),Wireless Speakers,CED,End of Sales,,,,,Profit%,
738595-5200,SNDTOUCH STEREO WIFIMS III WHT 240V AP,HED00334,SNDTOUCH STEREO WIFIMS,WAVEXWIFI,Wave (No WiFi),Wireless Speakers,CED,End of Sales,,,,,Profit%,
738595-7100,SNDTOUCH STEREO WIFIMS III BLK DUAL AI,HED00334,SNDTOUCH STEREO WIFIMS,WAVEXWIFI,Wave (No WiFi),Wireless Speakers,CED,End of Sales,,,,,Profit%,
738599-0100,"SNDTCH II WIRELESS ADAPTER ACCY,EU",HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,9/20/2015,9/25/2016,,Sales%,
738599-0110,"SNDTCH II WIRELESS ADAPTER ACCY,US",HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,9/20/2015,9/25/2016,,Sales%,
738854-0100,"SNDTCH II WIRELESS ADAPTER,AP",HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,9/20/2015,10/1/2016,,Sales%,
738854-0110,"SNDTCH II WIRELESS ADAPTER,US",HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,9/20/2015,10/1/2016,,Sales%,
738854-0130,"SNDTCH II WIRELESS ADAPTER,JP",HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,9/20/2015,10/1/2016,,Sales%,
738854-0140,"SNDTCH II WIRELESS ADAPTER,TW",HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,9/20/2015,10/1/2016,,Sales%,
738854-0180,"SNDTCH II WIRELESS ADAPTER,EU",HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,9/20/2015,10/1/2016,,Sales%,
739870-2100,"S-TOUCH AM3 II WI-FI SPK SYS BLK,230V,EU",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,COLIN,3/1/2004,9/30/2015,lisa.stu,Sales%,
739870-4100,"S-TOUCH AM3 II WI-FI SPK SYS BLK,230V,UK",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,COLIN,3/1/2004,9/30/2015,lisa.stu,Sales%,
739948-5200,FLUSHMOUNT 535 SERIES III  WHT AP,HED00072,LIFESTYLE ACCESSORIES,ACCESSPHT,Premium Home Theater Accessory,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,1/1/2015,3/1/2016,DEF_CON.bos,Sales%,
740928-1110,SOLO 15 II TV SOUND SYSTEM BLK 120V US,HED00339,Solo 15 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,12/24/2017,solo.mdu,Profit%,
740928-111R,SOLO 15 II TV SOUND SYS BLK 120V US FR,HED00339,Solo 15 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,8/26/2018,solo.mdu,Profit%,
740928-1120,SOLO 10 II TV SOUND SYSTEM BLK 120V US,HED00338,Solo 10 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,9/25/2016,solo.mdu,Profit%,
740928-2110,SOLO 15 II TV SOUND SYSTEM BLK 230V EU,HED00339,Solo 15 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,12/24/2017,solo.mdu,Profit%,
740928-211R,SOLO 15 II TV SOUND SYS BLK 230V EU FR,HED00339,Solo 15 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,8/26/2018,solo.mdu,Profit%,
740928-3110,SOLO 15 II TV SOUND SYSTEM BLK 100V JP,HED00339,Solo 15 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,12/24/2017,solo.mdu,Profit%,
740928-311R,SOLO 15 II TV SOUND SYS BLK 100V JP FR,HED00339,Solo 15 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,4/1/2018,solo.mdu,Profit%,
740928-3120,SOLO 10 II TV SOUND SYSTEM BLK 100V JP,HED00338,Solo 10 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,9/25/2016,solo.mdu,Profit%,
740928-5110,SOLO 15 II TV SOUND SYSTEM BLK 240V AP,HED00339,Solo 15 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,12/24/2017,solo.mdu,Profit%,
740928-5120,SOLO 10 II TV SOUND SYSTEM BLK 240V AP,HED00338,Solo 10 II,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,WASABI,9/20/2015,9/25/2016,solo.mdu,Profit%,
741128-0100,ACOUSTIMASS 3 V BLACK,HED00325,AM3 V,STEREOFLR,Floorstanding Speakers,Speakers,CED,End Of Sales,HYPERION,3/12/2015,2/19/2017,N/A,Profit%,
741128-010R,"ACOUSTIMASS 3 V BLACK,FR",HED00325,AM3 V,STEREOFLR,Floorstanding Speakers,Speakers,CED,End Of Sales,HYPERION,3/12/2015,2/27/2018,N/A,Profit%,
741128-0200,ACOUSTIMASS 3 V WHITE,HED00325,AM3 V,STEREOFLR,Floorstanding Speakers,Speakers,CED,End Of Sales,HYPERION,3/12/2015,4/1/2017,N/A,Profit%,
741128-020R,"ACOUSTIMASS 3 V WHITE,FR",HED00325,AM3 V,STEREOFLR,Floorstanding Speakers,Speakers,CED,End Of Sales,HYPERION,3/12/2015,2/27/2018,N/A,Profit%,
741131-0100,ACOUSTIMASS 5 V BLACK,HED00326,AM5 V,STEREOFLR,Floorstanding Speakers,Speakers,CED,End Of Sales,HYPERION,3/12/2015,,N/A,Profit%,
741131-010R,"ACOUSTIMASS 5 V BLACK,FR",HED00326,AM5 V,STEREOFLR,Floorstanding Speakers,Speakers,CED,End Of Sales,HYPERION,3/12/2015,2/27/2018,N/A,Profit%,
741131-0200,ACOUSTIMASS 5 V WHITE,HED00326,AM5 V,STEREOFLR,Floorstanding Speakers,Speakers,CED,End Of Sales,HYPERION,3/12/2015,4/1/2017,N/A,Profit%,
741131-020R,"ACOUSTIMASS 5 V WHITE,FR",HED00326,AM5 V,STEREOFLR,Floorstanding Speakers,Speakers,CED,End Of Sales,HYPERION,3/12/2015,2/27/2018,N/A,Profit%,
742895-0200,VTL INV 691 SPKR PR,HED00361,691 in-wall,STEREOINV,Invisible Speakers,Speakers,CED,End Of Sales,NOBLE,10/15/2015,6/30/2019,N/A,Profit%,
742895-020R,VTL INV 691 SPKR PR FR,HED00361,691 in-wall,STEREOINV,Invisible Speakers,Speakers,CED,End Of Sales,NOBLE,10/15/2015,2/21/2018,N/A,Profit%,
742896-0200,VTL INV 891 SPKR PR,HED00359,891 in-wall,STEREOINV,Invisible Speakers,Speakers,CED,Maturity,NOBLE,10/15/2015,,N/A,PartsNoLongerAvailDate,
742896-020R,VTL INV 891 SPKR PR FR,HED00359,891 in-wall,STEREOINV,Invisible Speakers,Speakers,CED,End Of Sales,NOBLE,10/15/2015,2/21/2018,N/A,Profit%,
742897-0200,VTL INV 791 II SPKR PR,HED00360,791 in-ceiling,STEREOINV,Invisible Speakers,Speakers,CED,Maturity,NOBLE,10/15/2015,,N/A,PartsNoLongerAvailDate,
742897-020R,VTL INV 791 II SPKR PR FR,HED00360,791 in-ceiling,STEREOINV,Invisible Speakers,Speakers,CED,Maturity,NOBLE,10/15/2015,2/21/2018,N/A,PartsNoLongerAvailDate,
742898-0200,VTL INV 591 SPKR PR,HED00358,591 in-ceiling,STEREOINV,Invisible Speakers,Speakers,CED,Maturity,NOBLE,10/15/2015,,N/A,PartsNoLongerAvailDate,
742898-020R,VTL INV 591 SPKR PR FR,HED00358,591 in-ceiling,STEREOINV,Invisible Speakers,Speakers,CED,End Of Sales,NOBLE,10/15/2015,2/21/2018,N/A,Profit%,
744706-1140,LIFESTYLE SOUNDTOUCH 235 SYSTEM BLK TW,HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/1/2016,DEF_CON.bos,Sales%,
744706-2100,LIFESTYLE SOUNDTOUCH 235 SYSTEM BLK EU,HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
744706-210R,"LIFESTYLE SOUNDTOUCH 235 SYS BLK EU,FR",HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
744706-2200,LIFESTYLE SOUNDTOUCH 235 SYSTEM WHT EU,HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
744706-220R,"LIFESTYLE SOUNDTOUCH 235 SYS WHT EU,FR",HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,4/1/2018,DEF_CON.bos,Sales%,
744706-5100,LIFESTYLE SOUNDTOUCH 235 SYSTEM BLK AP,HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
744706-510R,"LIFESTYLE SOUNDTOUCH 235 SYS BLK AP,FR",HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
744706-5140,LIFESTYLE 235 SERIES IV SYSTEM BLK TW,HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,1/1/2015,,DEF_CON.bos,Sales%,
760093-1110,ACOUSTIMASS 300 BMODULE BLK 120V US,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-111R,ACOUSTIMASS 300 BMODULE BLK 120V US FR,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,4/1/2019,speaker.bos,Profit%,
760093-1140,ACOUSTIMASS 300 BMODULE BLK 120V TW,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-1210,ACOUSTIMASS 300 BMODULE WHT 120V US,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-2110,ACOUSTIMASS 300 BMODULE BLK 230V EU,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-211R,ACOUSTIMASS 300 BMODULE BLK 230V EU FR,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,4/1/2019,speaker.bos,Profit%,
760093-2120,ACOUSTIMASS 300 BMODULE BLK 230V UK,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-2210,ACOUSTIMASS 300 BMODULE WHT 230V EU,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-221R,"ACOUSTIMASS 300 BMODULE WHT 230V EU, FR",CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,4/1/2019,speaker.bos,Profit%,
760093-2220,ACOUSTIMASS 300 BMODULE WHT 230V UK,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-3110,ACOUSTIMASS 300 BMODULE BLK 100V JP,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-5110,ACOUSTIMASS 300 BMODULE BLK 240V APAC,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-5140,ACOUSTIMASS 300 BMODULE BLK 220V CN,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,Maturity,SKIPPER,10/1/2016,,speaker.bos,PartsNoLongerAvailDate,
760093-5150,ACOUSTIMASS 300 BMODULE BLK 230V KOR,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-5170,ACOUSTIMASS 300 BMODULE BLK 240V ANZ,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-517R,"ACOUSTIMASS 300 BMODULE BLK 240V ANZ,FR",CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,4/1/2019,speaker.bos,Profit%,
760093-5210,ACOUSTIMASS 300 BMODULE WHT 240V APAC,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-5240,ACOUSTIMASS 300 BMODULE WHT 220V CN,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,Maturity,SKIPPER,10/1/2016,,speaker.bos,PartsNoLongerAvailDate,
760093-5270,ACOUSTIMASS 300 BMODULE WHT 240V ANZ,CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,End of Sales,SKIPPER,10/1/2016,9/19/2018,speaker.bos,Profit%,
760093-527R,"ACOUSTIMASS 300 BMODULE WHT 240V ANZ, FR",CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,Maturity,SKIPPER,10/1/2016,,speaker.bos,PartsNoLongerAvailDate,
760193-0010,MXWL REAR CHANNEL RCVR PAIR BLK,CED00004,Surround Speakers,SB11,SoundBar 1.1,Soundbars,CED,Maturity,MAXWELL,,,,PartsNoLongerAvailDate,
760194-0010,"AM300 BULK BMODULE,BLK,WORLD WIDE",CED00003,Bass Module 700,SB11,SoundBar 1.1,Soundbars,CED,Maturity,SKIPPER,1/1/2016,,speaker.bos,PartsNoLongerAvailDate,
761682-1110,LIFESTYLE 600 SYSTEM BLK US,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-111R,"LIFESTYLE 600 SYSTEM BLK US,FR",CED00006,LIFESTYLE 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-1140,LIFESTYLE 600 SYSTEM BLK TW,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-1210,LIFESTYLE 600 SYSTEM WHT US,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-1240,LIFESTYLE 600  SYSTEM  WHT TW,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-2010,LIFESTYLE 600 SYSTEM WBB EU,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-2020,LIFESTYLE 600 SYSTEM WBB UK,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-2110,LIFESTYLE 600 SYSTEM BLK EU,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-211R,"LIFESTYLE 600 SYSTEM BLK EU,FR",CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-2120,LIFESTYLE 600 SYSTEM BLK UK,HED00202,5.1 COMMON ITEMS,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-2210,LIFESTYLE 600 SYSTEM WHT EU,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-221R,"LIFESTYLE 600 SYSTEM WHT EU,FR",CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-2220,LIFESTYLE 600 SYSTEM WHT UK,HED00202,5.1 COMMON ITEMS,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-2310,LIFESTYLE 600 SYSTEM BWW EU,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-2320,LIFESTYLE 600 SYSTEM BWW UK,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-3140,LIFESTYLE 600 SYSTEM BLK JP,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-3240,LIFESTYLE 600 SYSTEM WHT JP,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-5110,LIFESTYLE 600 SYSTEM BLK APAC,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-5140,LIFESTYLE 600 SYSTEM BLK CN,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-5150,LIFESTYLE 600 SYSTEM BLK KOR,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-5170,LIFESTYLE 600 SYSTEM BLK ANZ,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-517R,"LIFESTYLE 600 SYSTEM BLK ANZ,FR",CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-5210,LIFESTYLE 600 SYSTEM WHT APAC,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-5240,LIFESTYLE 600 SYSTEM WHT CN,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-5250,LIFESTYLE 600 SYSTEM WHT KOR,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-5270,LIFESTYLE 600 SYSTEM WHT ANZ,CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761682-527R,"LIFESTYLE 600 SYSTEM WHT ANZ,FR",CED00006,Lifestyle 600,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-1110,LIFESTYLE 650 SYSTEM BLK US,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-111R,"LIFESTYLE 650 SYSTEM BLK US,FR",CED00005,LIFESTYLE 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-1140,LIFESTYLE 650 SYSTEM BLK TW,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-1210,LIFESTYLE 650 SYSTEM WHT US,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-1240,LIFESTYLE 650 SYSTEM WHT TW,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-2010,LIFESTYLE 650 SYSTEM WBB EU,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-2020,LIFESTYLE 650 SYSTEM WBB UK,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-2110,LIFESTYLE 650 SYSTEM BLK EU,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-211R,"LIFESTYLE 650 SYSTEM BLK EU,FR",CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-2120,LIFESTYLE 650 SYSTEM BLK UK,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-2210,LIFESTYLE 650 SYSTEM WHT EU,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-221R,"LIFESTYLE 650 SYSTEM WHT EU,FR",CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-2220,LIFESTYLE 650 SYSTEM WHT UK,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-2310,LIFESTYLE 650 SYSTEM BWW EU,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-2320,LIFESTYLE 650 SYSTEM BWW UK,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-3140,LIFESTYLE 650 SYSTEM BLK JP,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
761683-3240,LIFESTYLE 650 SYSTEM WHT JP,CED00005,Lifestyle 650,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,BARDEEN,10/1/2016,,Update_signed_.auv,PartsNoLongerAvailDate,
